date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
7/8/2020,Wednesday,24,119,89,18,55,82,119,,,1,,,
7/9/2020,Thursday,25,115,90,14,55,83,115,,,1,,,
7/10/2020,Friday,23,131,72,12,58,90,131,,,1,,,
7/11/2020,Saturday,24,133,69,17,56,82,133,,,1,,,
7/12/2020,Sunday,18,54,58,19,59,78,78,,1,,,,
7/13/2020,Monday,18,48,58,14,50,76,76,,1,,,,
7/14/2020,Tuesday,16,73,62,13,60,72,73,,1,,,,
7/15/2020,Wednesday,19,119,82,14,52,76,119,,,1,,,
7/16/2020,Thursday,20,122,69,14,50,77,122,,,1,,,
7/17/2020,Friday,19,122,65,17,51,77,122,,,1,,,
7/18/2020,Saturday,26,129,79,18,46,76,129,,,1,,,
7/19/2020,Sunday,26,161,96,19,49,77,161,,,,1,,
7/20/2020,Monday,31,142,100,24,54,82,142,,,1,,,
7/21/2020,Tuesday,28,114,95,23,53,77,114,,,1,,,
7/22/2020,Wednesday,29,151,95,17,53,78,151,,,,1,,
7/23/2020,Thursday,30,103,92,14,47,69,103,,,1,,,
7/24/2020,Friday,24,118,87,14,58,80,118,,,1,,,
7/25/2020,Saturday,17,88,66,10,56,77,88,,1,,,,
7/26/2020,Sunday,24,104,83,14,58,84,104,,,1,,,
7/27/2020,Monday,28,110,85,15,48,74,110,,,1,,,
7/28/2020,Tuesday,24,81,92,17,52,74,92,,1,,,,
7/29/2020,Wednesday,30,90,92,16,56,81,92,,1,,,,
7/30/2020,Thursday,33,80,96,17,58,83,96,,1,,,,
7/31/2020,Friday,20,129,64,11,69,83,129,,,1,,,
8/1/2020,Saturday,15,87,53,14,43,63,87,,1,,,,
8/2/2020,Sunday,22,67,65,15,50,70,70,,1,,,,
8/3/2020,Monday,29,81,93,17,55,81,93,,1,,,,
8/4/2020,Tuesday,20,121,70,12,56,74,121,,,1,,,
8/5/2020,Wednesday,19,81,63,13,56,72,81,,1,,,,
8/6/2020,Thursday,23,44,71,14,70,81,81,,1,,,,
8/7/2020,Friday,18,76,57,10,62,73,76,,1,,,,
8/8/2020,Saturday,18,113,60,13,58,70,113,,,1,,,
8/9/2020,Sunday,20,106,70,18,55,72,106,,,1,,,
8/10/2020,Monday,30,66,81,19,57,74,81,,1,,,,
8/11/2020,Tuesday,35,102,89,25,64,82,102,,,1,,,
8/12/2020,Wednesday,29,108,89,26,65,85,108,,,1,,,
8/13/2020,Thursday,34,76,87,19,70,91,91,,1,,,,
8/14/2020,Friday,35,128,89,17,68,91,128,,,1,,,
8/15/2020,Saturday,32,126,84,15,67,89,126,,,1,,,
8/16/2020,Sunday,21,115,70,13,77,86,115,,,1,,,
8/17/2020,Monday,26,96,85,16,72,91,96,,1,,,,
8/18/2020,Tuesday,19,72,67,18,67,79,79,,1,,,,
8/19/2020,Wednesday,25,46,70,26,59,74,74,,1,,,,
8/20/2020,Thursday,33,46,75,24,65,83,83,,1,,,,
8/21/2020,Friday,32,75,88,33,60,84,88,,1,,,,
8/22/2020,Saturday,31,67,72,28,63,81,81,,1,,,,
8/23/2020,Sunday,29,98,91,27,61,82,98,,1,,,,
8/24/2020,Monday,23,50,73,14,80,82,82,,1,,,,
8/25/2020,Tuesday,18,42,65,25,78,78,78,,1,,,,
8/26/2020,Wednesday,21,42,67,40,59,71,71,,1,,,,
8/27/2020,Thursday,22,65,81,53,55,75,81,,1,,,,
8/28/2020,Friday,27,56,75,42,51,73,75,,1,,,,
8/29/2020,Saturday,32,72,85,50,50,73,85,,1,,,,
8/30/2020,Sunday,27,114,77,70,54,79,114,,,1,,,
8/31/2020,Monday,22,87,70,66,50,74,87,,1,,,,
9/1/2020,Tuesday,20,68,71,70,54,76,76,,1,,,,
9/2/2020,Wednesday,27,60,85,76,55,81,85,,1,,,,
9/3/2020,Thursday,33,65,87,30,58,85,87,,1,,,,
9/4/2020,Friday,31,69,83,28,51,75,83,,1,,,,
9/5/2020,Saturday,29,45,73,22,45,63,73,,1,,,,
9/6/2020,Sunday,32,40,81,19,53,76,81,,1,,,,
9/7/2020,Monday,38,60,94,26,59,79,94,,1,,,,
9/8/2020,Tuesday,23,82,79,19,62,80,82,,1,,,,
9/9/2020,Wednesday,35,79,88,23,68,97,97,,1,,,,
9/10/2020,Thursday,33,48,81,20,68,97,97,,1,,,,
9/11/2020,Friday,26,73,79,35,71,104,104,,,1,,,
9/12/2020,Saturday,28,55,72,28,63,86,86,,1,,,,
9/13/2020,Sunday,27,70,75,23,57,79,79,,1,,,,
9/14/2020,Monday,25,62,78,21,61,85,85,,1,,,,
9/15/2020,Tuesday,31,43,72,19,62,81,81,,1,,,,
9/16/2020,Wednesday,25,69,81,24,64,90,90,,1,,,,
9/17/2020,Thursday,34,51,79,32,61,87,87,,1,,,,
9/18/2020,Friday,33,42,69,30,56,84,84,,1,,,,
9/19/2020,Saturday,33,42,73,29,55,80,80,,1,,,,
9/20/2020,Sunday,32,102,81,28,63,89,102,,,1,,,
9/21/2020,Monday,31,40,71,21,60,84,84,,1,,,,
9/22/2020,Tuesday,32,37,74,25,64,93,93,,1,,,,
9/23/2020,Wednesday,28,47,74,30,64,92,92,,1,,,,
9/24/2020,Thursday,29,33,61,17,61,81,81,,1,,,,
9/25/2020,Friday,39,34,66,21,62,82,82,,1,,,,
9/26/2020,Saturday,37,36,74,30,62,83,83,,1,,,,
9/27/2020,Sunday,41,41,87,25,68,100,100,,1,,,,
9/28/2020,Monday,23,34,60,20,68,93,93,,1,,,,
9/29/2020,Tuesday,21,32,43,22,76,81,81,,1,,,,
9/30/2020,Wednesday,17,29,48,20,51,67,67,,1,,,,
10/1/2020,Thursday,24,26,57,25,53,71,71,,1,,,,
10/2/2020,Friday,38,35,75,26,63,88,88,,1,,,,
10/3/2020,Saturday,33,57,63,23,64,88,88,,1,,,,
10/4/2020,Sunday,19,27,52,20,61,77,77,,1,,,,
10/5/2020,Monday,19,27,52,16,67,78,78,,1,,,,
10/6/2020,Tuesday,25,26,52,16,39,60,60,,1,,,,
10/7/2020,Wednesday,18,28,54,17,48,67,67,,1,,,,
10/8/2020,Thursday,20,22,48,19,41,66,66,,1,,,,
10/9/2020,Friday,19,25,54,14,31,62,62,,1,,,,
10/10/2020,Saturday,28,13,51,12,32,63,63,,1,,,,
10/11/2020,Sunday,30,23,70,18,58,110,110,,,1,,,
10/12/2020,Monday,33,55,84,21,64,115,115,,,1,,,
10/13/2020,Tuesday,37,54,90,23,67,118,118,,,1,,,
10/14/2020,Wednesday,37,57,93,26,70,120,120,,,1,,,
10/15/2020,Thursday,45,53,91,22,69,115,115,,,1,,,
10/16/2020,Friday,42,55,93,27,69,123,123,,,1,,,
10/17/2020,Saturday,36,72,97,31,67,126,126,,,1,,,
10/18/2020,Sunday,35,69,95,29,62,105,105,,,1,,,
10/19/2020,Monday,39,55,83,24,59,89,89,,1,,,,
10/20/2020,Tuesday,45,54,91,22,62,95,95,,1,,,,
10/21/2020,Wednesday,42,54,95,27,65,104,104,,,1,,,
10/22/2020,Thursday,39,55,90,30,65,98,98,,1,,,,
10/23/2020,Friday,39,55,83,20,63,101,101,,,1,,,
10/24/2020,Saturday,34,56,85,28,63,101,101,,,1,,,
10/25/2020,Sunday,37,54,81,24,63,96,96,,1,,,,
10/26/2020,Monday,37,66,93,28,69,113,113,,,1,,,
10/27/2020,Tuesday,40,55,94,31,68,107,107,,,1,,,
10/28/2020,Wednesday,34,54,94,29,74,110,110,,,1,,,
10/29/2020,Thursday,44,53,80,34,63,91,91,,1,,,,
10/30/2020,Friday,40,56,70,23,60,87,87,,1,,,,
10/31/2020,Saturday,44,55,85,20,62,98,98,,1,,,,
11/1/2020,Sunday,43,60,99,27,73,124,124,,,1,,,
11/2/2020,Monday,53,55,95,31,65,107,107,,,1,,,
11/3/2020,Tuesday,49,54,96,36,80,135,135,,,1,,,
11/4/2020,Wednesday,39,61,97,30,75,125,125,,,1,,,
11/5/2020,Thursday,38,24,86,23,65,97,97,,1,,,,
11/6/2020,Friday,35,23,71,18,63,90,90,,1,,,,
11/7/2020,Saturday,38,20,77,22,61,91,91,,1,,,,
11/8/2020,Sunday,21,25,71,26,56,80,80,,1,,,,
11/9/2020,Monday,31,14,46,21,45,68,68,,1,,,,
11/10/2020,Tuesday,32,14,67,21,66,98,98,,1,,,,
11/11/2020,Wednesday,32,13,76,16,49,99,99,,1,,,,
11/12/2020,Thursday,26,8,65,13,42,81,81,,1,,,,
11/13/2020,Friday,20,8,48,14,37,76,76,,1,,,,
11/14/2020,Saturday,20,8,46,11,22,54,54,,1,,,,
11/15/2020,Sunday,22,12,50,15,39,82,82,,1,,,,
11/16/2020,Monday,24,14,49,17,43,80,80,,1,,,,
11/17/2020,Tuesday,22,11,53,20,43,76,76,,1,,,,
11/18/2020,Wednesday,29,10,63,20,53,104,104,,,1,,,
11/19/2020,Thursday,23,12,56,26,45,89,89,,1,,,,
11/20/2020,Friday,21,15,50,22,35,69,69,,1,,,,
11/21/2020,Saturday,25,14,50,19,30,69,69,,1,,,,
11/22/2020,Sunday,26,6,49,13,27,75,75,,1,,,,
11/23/2020,Monday,24,5,50,45,43,87,87,,1,,,,
11/24/2020,Tuesday,24,6,51,52,55,108,108,,,1,,,
11/25/2020,Wednesday,21,8,53,34,56,115,115,,,1,,,
11/26/2020,Thursday,24,10,53,45,68,131,131,,,1,,,
11/27/2020,Friday,25,8,57,47,68,123,123,,,1,,,
11/28/2020,Saturday,35,9,55,42,49,82,82,,1,,,,
11/29/2020,Sunday,24,5,55,36,47,79,79,,1,,,,
11/30/2020,Monday,30,6,59,15,25,62,62,,1,,,,
12/1/2020,Tuesday,37,9,75,28,60,108,108,,,1,,,
12/2/2020,Wednesday,42,11,87,42,83,143,143,,,1,,,
12/3/2020,Thursday,27,8,96,43,81,146,146,,,1,,,
12/4/2020,Friday,28,5,59,33,58,119,119,,,1,,,
12/5/2020,Saturday,30,12,57,60,60,114,114,,,1,,,
12/6/2020,Sunday,23,18,56,45,49,96,96,,1,,,,
12/7/2020,Monday,24,9,50,13,21,60,60,,1,,,,
12/8/2020,Tuesday,33,8,60,18,35,76,76,,1,,,,
12/9/2020,Wednesday,35,7,70,29,62,114,114,,,1,,,
12/10/2020,Thursday,35,9,75,30,72,133,133,,,1,,,
12/11/2020,Friday,33,7,70,31,68,127,127,,,1,,,
12/12/2020,Saturday,30,11,60,24,54,98,98,,1,,,,
12/13/2020,Sunday,32,9,65,39,66,121,121,,,1,,,
12/14/2020,Monday,31,8,59,52,75,134,134,,,1,,,
12/15/2020,Tuesday,26,10,58,44,72,134,134,,,1,,,
12/16/2020,Wednesday,25,10,70,35,75,136,136,,,1,,,
12/17/2020,Thursday,37,5,74,38,67,134,134,,,1,,,
12/18/2020,Friday,31,6,78,46,75,144,144,,,1,,,
12/19/2020,Saturday,23,10,67,42,62,126,126,,,1,,,
12/20/2020,Sunday,32,8,64,22,54,108,108,,,1,,,
12/21/2020,Monday,30,11,60,39,53,101,101,,,1,,,
12/22/2020,Tuesday,29,13,68,36,64,124,124,,,1,,,
12/23/2020,Wednesday,31,9,75,41,78,146,146,,,1,,,
12/24/2020,Thursday,29,8,68,53,64,131,131,,,1,,,
12/25/2020,Friday,20,15,66,23,39,82,82,,1,,,,
12/26/2020,Saturday,30,14,66,16,29,53,66,,1,,,,
12/27/2020,Sunday,39,9,89,44,68,119,119,,,1,,,
12/28/2020,Monday,43,8,91,63,73,139,139,,,1,,,
12/29/2020,Tuesday,44,7,93,48,76,145,145,,,1,,,
12/30/2020,Wednesday,43,7,98,65,102,167,167,,,,1,,
12/31/2020,Thursday,54,7,103,40,102,168,168,,,,1,,
1/1/2021,Friday,42,9,97,60,90,160,160,,,,1,,
1/2/2021,Saturday,46,11,98,38,83,158,158,,,,1,,
1/3/2021,Sunday,51,8,103,85,87,158,158,,,,1,,
1/4/2021,Monday,42,9,103,38,86,151,151,,,,1,,
1/5/2021,Tuesday,29,9,71,33,57,91,91,,1,,,,
1/6/2021,Wednesday,31,11,69,25,67,115,115,,,1,,,
1/7/2021,Thursday,37,10,88,32,82,144,144,,,1,,,
1/8/2021,Friday,33,9,85,36,87,151,151,,,,1,,
1/9/2021,Saturday,34,13,84,29,79,149,149,,,1,,,
1/10/2021,Sunday,42,11,93,29,86,153,153,,,,1,,
1/11/2021,Monday,51,10,104,38,102,166,166,,,,1,,
1/12/2021,Tuesday,46,8,103,53,107,169,169,,,,1,,
1/13/2021,Wednesday,43,8,100,43,115,174,174,,,,1,,
1/14/2021,Thursday,42,10,98,43,112,169,169,,,,1,,
1/15/2021,Friday,30,12,88,30,93,152,152,,,,1,,
1/16/2021,Saturday,47,13,88,24,72,119,119,,,1,,,
1/17/2021,Sunday,30,18,77,21,62,93,93,,1,,,,
1/18/2021,Monday,32,17,76,19,58,91,91,,1,,,,
1/19/2021,Tuesday,20,62,55,15,45,65,65,,1,,,,
1/20/2021,Wednesday,29,21,72,49,48,68,72,,1,,,,
1/21/2021,Thursday,24,17,60,32,51,78,78,,1,,,,
1/22/2021,Friday,24,16,45,13,29,52,52,,1,,,,
1/23/2021,Saturday,23,16,50,24,46,64,64,,1,,,,
1/24/2021,Sunday,30,16,73,21,51,76,76,,1,,,,
1/25/2021,Monday,38,12,87,27,70,109,109,,,1,,,
1/26/2021,Tuesday,39,10,95,46,88,150,150,,,1,,,
1/27/2021,Wednesday,40,9,93,35,83,141,141,,,1,,,
1/28/2021,Thursday,46,12,95,66,84,139,139,,,1,,,
1/29/2021,Friday,32,11,81,55,87,145,145,,,1,,,
1/30/2021,Saturday,23,13,85,53,60,107,107,,,1,,,
1/31/2021,Sunday,23,21,58,21,34,53,58,,1,,,,
2/1/2021,Monday,32,13,72,26,40,62,72,,1,,,,
2/2/2021,Tuesday,37,18,78,25,55,88,88,,1,,,,
2/3/2021,Wednesday,42,19,94,29,73,131,131,,,1,,,
2/4/2021,Thursday,37,21,94,33,77,136,136,,,1,,,
2/5/2021,Friday,31,50,86,22,71,124,124,,,1,,,
2/6/2021,Saturday,22,19,66,15,49,81,81,,1,,,,
2/7/2021,Sunday,27,16,60,14,34,66,66,,1,,,,
2/8/2021,Monday,39,6,81,17,56,112,112,,,1,,,
2/9/2021,Tuesday,42,17,96,27,73,122,122,,,1,,,
2/10/2021,Wednesday,43,13,96,31,66,99,99,,1,,,,
2/11/2021,Thursday,33,18,74,27,56,85,85,,1,,,,
2/12/2021,Friday,27,53,57,23,44,72,72,,1,,,,
2/13/2021,Saturday,37,23,71,22,47,72,72,,1,,,,
2/14/2021,Sunday,44,22,84,23,59,92,92,,1,,,,
2/15/2021,Monday,39,22,84,28,58,90,90,,1,,,,
2/16/2021,Tuesday,39,51,88,31,61,100,100,,1,,,,
2/17/2021,Wednesday,25,52,78,30,60,92,92,,1,,,,
2/18/2021,Thursday,23,22,68,21,51,67,68,,1,,,,
2/19/2021,Friday,23,33,51,12,31,51,51,,1,,,,
2/20/2021,Saturday,24,28,59,14,30,55,59,,1,,,,
2/21/2021,Sunday,25,25,60,19,37,57,60,,1,,,,
2/22/2021,Monday,26,24,62,16,39,60,62,,1,,,,
2/23/2021,Tuesday,22,27,56,21,41,60,60,,1,,,,
2/24/2021,Wednesday,24,24,55,25,43,60,60,,1,,,,
2/25/2021,Thursday,25,16,55,16,55,69,69,,1,,,,
2/26/2021,Friday,19,22,42,11,72,76,76,,1,,,,
2/27/2021,Saturday,27,24,65,20,64,82,82,,1,,,,
2/28/2021,Sunday,30,28,77,27,73,117,117,,,1,,,
3/1/2021,Monday,31,27,84,30,70,113,113,,,1,,,
3/2/2021,Tuesday,27,30,66,23,59,90,90,,1,,,,
3/3/2021,Wednesday,27,26,62,18,52,73,73,,1,,,,
3/4/2021,Thursday,19,30,49,16,41,64,64,,1,,,,
3/5/2021,Friday,19,51,55,18,44,67,67,,1,,,,
3/6/2021,Saturday,22,32,56,16,30,54,56,,1,,,,
3/7/2021,Sunday,30,25,71,33,50,76,76,,1,,,,
3/8/2021,Monday,29,24,67,29,53,76,76,,1,,,,
3/9/2021,Tuesday,25,53,70,21,54,81,81,,1,,,,
3/10/2021,Wednesday,18,33,45,24,39,63,63,,1,,,,
3/11/2021,Thursday,25,26,51,24,57,83,83,,1,,,,
3/12/2021,Friday,26,18,45,13,50,76,76,,1,,,,
3/13/2021,Saturday,23,13,41,9,18,49,49,1,,,,,
3/14/2021,Sunday,27,16,55,17,52,90,90,,1,,,,
3/15/2021,Monday,24,52,68,24,71,134,134,,,1,,,
3/16/2021,Tuesday,28,16,78,30,80,141,141,,,1,,,
3/17/2021,Wednesday,27,50,81,33,94,153,153,,,,1,,
3/18/2021,Thursday,26,20,51,14,84,119,119,,,1,,,
3/19/2021,Friday,22,27,53,16,65,87,87,,1,,,,
3/20/2021,Saturday,15,31,37,9,26,43,43,1,,,,,
3/21/2021,Sunday,20,37,48,11,27,43,48,1,,,,,
3/22/2021,Monday,25,36,53,13,28,48,53,,1,,,,
3/23/2021,Tuesday,19,53,47,11,53,73,73,,1,,,,
3/24/2021,Wednesday,21,88,41,11,69,89,89,,1,,,,
3/25/2021,Thursday,29,54,50,16,86,112,112,,,1,,,
3/26/2021,Friday,15,61,31,11,100,123,123,,,1,,,
3/27/2021,Saturday,21,57,50,13,83,96,96,,1,,,,
3/28/2021,Sunday,14,54,25,8,74,82,82,,1,,,,
3/29/2021,Monday,19,50,47,12,35,49,50,1,,,,,
3/30/2021,Tuesday,20,52,51,20,50,62,62,,1,,,,
3/31/2021,Wednesday,23,37,54,14,44,55,55,,1,,,,
4/1/2021,Thursday,22,29,58,20,52,68,68,,1,,,,
4/2/2021,Friday,30,22,68,25,59,81,81,,1,,,,
4/3/2021,Saturday,24,55,51,15,60,76,76,,1,,,,
4/4/2021,Sunday,17,51,47,12,47,56,56,,1,,,,
4/5/2021,Monday,26,54,60,17,43,60,60,,1,,,,
4/6/2021,Tuesday,23,52,63,16,45,61,63,,1,,,,
4/7/2021,Wednesday,27,27,57,18,73,94,94,,1,,,,
4/8/2021,Thursday,30,52,70,23,78,108,108,,,1,,,
4/9/2021,Friday,25,57,68,28,78,112,112,,,1,,,
4/10/2021,Saturday,26,53,62,15,68,92,92,,1,,,,
4/11/2021,Sunday,18,53,48,23,72,91,91,,1,,,,
4/12/2021,Monday,19,58,49,15,57,77,77,,1,,,,
4/13/2021,Tuesday,22,81,56,13,56,72,81,,1,,,,
4/14/2021,Wednesday,21,52,56,14,63,77,77,,1,,,,
4/15/2021,Thursday,20,37,52,14,60,78,78,,1,,,,
4/16/2021,Friday,20,77,52,18,42,60,77,,1,,,,
4/17/2021,Saturday,19,54,53,18,43,61,61,,1,,,,
4/18/2021,Sunday,21,61,77,24,59,80,80,,1,,,,
4/19/2021,Monday,26,62,78,18,52,68,78,,1,,,,
4/20/2021,Tuesday,27,60,65,21,66,85,85,,1,,,,
4/21/2021,Wednesday,31,63,78,23,66,91,91,,1,,,,
4/22/2021,Thursday,21,56,58,24,64,87,87,,1,,,,
4/23/2021,Friday,19,56,55,14,67,82,82,,1,,,,
4/24/2021,Saturday,21,57,58,21,66,88,88,,1,,,,
4/25/2021,Sunday,19,52,52,17,51,70,70,,1,,,,
4/26/2021,Monday,21,56,65,17,55,76,76,,1,,,,
4/27/2021,Tuesday,19,56,58,13,59,78,78,,1,,,,
4/28/2021,Wednesday,17,57,52,12,68,87,87,,1,,,,
4/29/2021,Thursday,17,55,51,11,56,77,77,,1,,,,
4/30/2021,Friday,20,55,51,12,46,63,63,,1,,,,
5/1/2021,Saturday,25,81,77,14,46,69,81,,1,,,,
5/2/2021,Sunday,19,66,47,13,46,64,66,,1,,,,
5/3/2021,Monday,20,53,49,13,43,62,62,,1,,,,
5/4/2021,Tuesday,18,56,48,13,37,59,59,,1,,,,
5/5/2021,Wednesday,20,59,62,21,40,66,66,,1,,,,
5/6/2021,Thursday,22,57,64,15,43,64,64,,1,,,,
5/7/2021,Friday,19,54,49,11,45,66,66,,1,,,,
5/8/2021,Saturday,17,53,56,13,42,65,65,,1,,,,
5/9/2021,Sunday,19,58,63,16,50,75,75,,1,,,,
5/10/2021,Monday,24,57,74,16,47,69,74,,1,,,,
5/11/2021,Tuesday,16,63,52,15,47,68,68,,1,,,,
5/12/2021,Wednesday,19,55,52,12,46,69,69,,1,,,,
5/13/2021,Thursday,18,61,51,12,57,77,77,,1,,,,
5/14/2021,Friday,14,88,44,9,49,69,88,,1,,,,
5/15/2021,Saturday,19,58,56,13,39,65,65,,1,,,,
5/16/2021,Sunday,20,57,61,15,40,58,61,,1,,,,
5/17/2021,Monday,23,58,66,14,43,62,66,,1,,,,
5/18/2021,Tuesday,23,62,77,15,54,67,77,,1,,,,
5/19/2021,Wednesday,29,57,65,18,61,75,75,,1,,,,
5/20/2021,Thursday,24,60,57,19,54,67,67,,1,,,,
5/21/2021,Friday,27,55,71,17,48,65,71,,1,,,,
5/22/2021,Saturday,27,61,64,15,43,58,64,,1,,,,
5/23/2021,Sunday,27,56,69,19,47,59,69,,1,,,,
5/24/2021,Monday,20,58,69,16,68,84,84,,1,,,,
5/25/2021,Tuesday,21,55,61,18,62,82,82,,1,,,,
5/26/2021,Wednesday,19,38,56,14,57,74,74,,1,,,,
5/27/2021,Thursday,17,53,53,11,55,75,75,,1,,,,
5/28/2021,Friday,21,72,65,14,44,67,72,,1,,,,
5/29/2021,Saturday,27,99,79,16,44,68,99,,1,,,,
5/30/2021,Sunday,26,57,73,14,41,65,73,,1,,,,
5/31/2021,Monday,32,80,83,20,49,67,83,,1,,,,
6/1/2021,Tuesday,26,59,78,14,45,58,78,,1,,,,
6/2/2021,Wednesday,28,56,85,17,49,61,85,,1,,,,
6/3/2021,Thursday,30,55,76,18,57,75,76,,1,,,,
6/4/2021,Friday,29,102,87,17,59,80,102,,,1,,,
6/5/2021,Saturday,21,60,54,14,42,59,60,,1,,,,
6/6/2021,Sunday,20,52,60,15,57,71,71,,1,,,,
6/7/2021,Monday,23,56,66,16,60,73,73,,1,,,,
6/8/2021,Tuesday,27,61,75,19,61,66,75,,1,,,,
6/9/2021,Wednesday,28,103,87,20,55,69,103,,,1,,,
6/10/2021,Thursday,28,89,88,19,59,73,89,,1,,,,
6/11/2021,Friday,26,78,67,17,55,69,78,,1,,,,
6/12/2021,Saturday,34,80,82,25,52,68,82,,1,,,,
6/13/2021,Sunday,32,137,95,23,69,95,137,,,1,,,
6/14/2021,Monday,27,105,90,19,65,81,105,,,1,,,
6/15/2021,Tuesday,24,91,80,13,70,83,91,,1,,,,
6/16/2021,Wednesday,30,120,93,22,67,94,120,,,1,,,
6/17/2021,Thursday,17,97,69,28,61,82,97,,1,,,,
6/18/2021,Friday,34,111,80,16,66,92,111,,,1,,,
6/19/2021,Saturday,22,75,68,16,61,76,76,,1,,,,
6/20/2021,Sunday,18,56,62,16,60,69,69,,1,,,,
6/21/2021,Monday,27,56,67,15,61,81,81,,1,,,,
6/22/2021,Tuesday,30,83,76,17,65,86,86,,1,,,,
6/23/2021,Wednesday,29,101,90,16,59,77,101,,,1,,,
6/24/2021,Thursday,29,107,88,16,55,72,107,,,1,,,
6/25/2021,Friday,27,92,82,19,54,75,92,,1,,,,
6/26/2021,Saturday,25,100,80,18,54,76,100,,1,,,,
6/27/2021,Sunday,25,92,75,14,56,73,92,,1,,,,
6/28/2021,Monday,20,98,72,11,56,73,98,,1,,,,
6/29/2021,Tuesday,24,71,73,15,54,70,73,,1,,,,
6/30/2021,Wednesday,22,57,63,15,54,70,70,,1,,,,
7/1/2021,Thursday,19,98,64,19,60,82,98,,1,,,,
7/2/2021,Friday,19,88,57,15,55,80,88,,1,,,,
7/3/2021,Saturday,26,65,71,16,56,80,80,,1,,,,
7/4/2021,Sunday,28,75,77,22,62,93,93,,1,,,,
7/5/2021,Monday,31,68,88,18,60,86,88,,1,,,,
7/6/2021,Tuesday,40,64,94,16,63,90,94,,1,,,,
7/7/2021,Wednesday,36,98,99,17,66,99,99,,1,,,,
7/8/2021,Thursday,34,123,89,27,65,97,123,,,1,,,
7/9/2021,Friday,28,162,83,14,88,113,162,,,,1,,
7/10/2021,Saturday,23,128,67,13,104,116,128,,,1,,,
7/11/2021,Sunday,27,73,72,17,124,138,138,,,1,,,
7/12/2021,Monday,32,144,96,16,93,124,144,,,1,,,
7/13/2021,Tuesday,26,131,86,16,94,122,131,,,1,,,
7/14/2021,Wednesday,23,94,64,13,100,121,121,,,1,,,
7/15/2021,Thursday,21,77,63,14,96,111,111,,,1,,,
7/16/2021,Friday,19,90,55,12,109,111,111,,,1,,,
7/17/2021,Saturday,20,88,57,17,76,95,95,,1,,,,
7/18/2021,Sunday,23,101,66,17,57,86,101,,,1,,,
7/19/2021,Monday,18,91,63,16,54,80,91,,1,,,,
7/20/2021,Tuesday,31,67,68,19,47,79,79,,1,,,,
7/21/2021,Wednesday,28,132,88,18,50,76,132,,,1,,,
7/22/2021,Thursday,32,116,89,18,46,72,116,,,1,,,
7/23/2021,Friday,31,91,82,17,50,76,91,,1,,,,
7/24/2021,Saturday,36,105,81,18,55,84,105,,,1,,,
7/25/2021,Sunday,29,71,65,20,60,85,85,,1,,,,
7/26/2021,Monday,32,76,74,20,63,86,86,,1,,,,
7/27/2021,Tuesday,30,142,79,16,57,79,142,,,1,,,
7/28/2021,Wednesday,26,66,68,16,58,77,77,,1,,,,
7/29/2021,Thursday,22,63,52,14,94,98,98,,1,,,,
7/30/2021,Friday,19,63,39,14,58,70,70,,1,,,,
7/31/2021,Saturday,19,56,56,15,53,70,70,,1,,,,
8/1/2021,Sunday,20,63,53,14,49,71,71,,1,,,,
8/2/2021,Monday,19,76,53,13,59,73,76,,1,,,,
8/3/2021,Tuesday,19,75,52,17,63,80,80,,1,,,,
8/4/2021,Wednesday,23,69,65,20,49,70,70,,1,,,,
8/5/2021,Thursday,24,81,64,19,50,73,81,,1,,,,
8/6/2021,Friday,22,114,72,21,50,70,114,,,1,,,
8/7/2021,Saturday,23,114,72,20,44,71,114,,,1,,,
8/8/2021,Sunday,31,59,63,16,51,67,67,,1,,,,
8/9/2021,Monday,27,59,67,15,48,66,67,,1,,,,
8/10/2021,Tuesday,25,64,72,14,51,66,72,,1,,,,
