date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
10/4/2017,Wednesday,28,32,61,15,79,71,79,,1,,,,
10/5/2017,Thursday,28,19,53,14,46,70,70,,1,,,,
10/6/2017,Friday,37,22,52,13,54,83,83,,1,,,,
10/7/2017,Saturday,38,42,64,15,66,91,91,,1,,,,
10/8/2017,Sunday,33,47,72,16,68,85,85,,1,,,,
10/9/2017,Monday,46,37,71,17,69,80,80,,1,,,,
10/10/2017,Tuesday,50,43,81,18,75,97,97,,1,,,,
10/11/2017,Wednesday,41,35,68,15,67,82,82,,1,,,,
10/12/2017,Thursday,41,40,68,16,66,79,79,,1,,,,
10/13/2017,Friday,44,40,74,15,68,92,92,,1,,,,
10/14/2017,Saturday,32,38,54,13,51,54,54,,1,,,,
10/15/2017,Sunday,42,37,71,14,73,87,87,,1,,,,
10/16/2017,Monday,36,33,71,13,70,87,87,,1,,,,
10/17/2017,Tuesday,45,36,71,15,70,81,81,,1,,,,
10/18/2017,Wednesday,28,27,51,16,80,70,80,,1,,,,
10/19/2017,Thursday,38,25,61,17,77,87,87,,1,,,,
10/20/2017,Friday,43,25,62,15,59,77,77,,1,,,,
10/21/2017,Saturday,47,33,75,15,56,80,80,,1,,,,
10/22/2017,Sunday,49,36,76,18,63,88,88,,1,,,,
10/23/2017,Monday,55,37,81,20,74,106,106,,,1,,,
10/24/2017,Tuesday,44,29,78,16,73,97,97,,1,,,,
10/25/2017,Wednesday,55,37,80,18,77,102,102,,,1,,,
10/26/2017,Thursday,57,32,85,20,91,114,114,,,1,,,
10/27/2017,Friday,60,41,85,20,86,121,121,,,1,,,
10/28/2017,Saturday,59,41,72,17,89,117,117,,,1,,,
10/29/2017,Sunday,57,31,73,16,86,120,120,,,1,,,
10/30/2017,Monday,60,29,70,17,90,123,123,,,1,,,
10/31/2017,Tuesday,46,26,75,18,86,115,115,,,1,,,
11/1/2017,Wednesday,64,31,81,17,98,112,112,,,1,,,
11/2/2017,Thursday,60,25,62,15,98,110,110,,,1,,,
11/3/2017,Friday,32,23,48,12,151,151,151,,,,1,,
11/4/2017,Saturday,35,22,61,14,117,130,130,,,1,,,
11/5/2017,Sunday,32,23,66,13,97,113,113,,,1,,,
11/6/2017,Monday,42,24,73,15,88,117,117,,,1,,,
11/7/2017,Tuesday,52,32,81,16,93,126,126,,,1,,,
11/8/2017,Wednesday,50,32,78,14,81,115,115,,,1,,,
11/9/2017,Thursday,49,40,76,14,85,110,110,,,1,,,
11/10/2017,Friday,42,31,56,13,69,92,92,,1,,,,
11/11/2017,Saturday,34,28,61,11,65,80,80,,1,,,,
11/12/2017,Sunday,45,20,63,14,76,97,97,,1,,,,
11/13/2017,Monday,33,25,62,11,64,85,85,,1,,,,
11/14/2017,Tuesday,38,27,77,14,67,99,99,,1,,,,
11/15/2017,Wednesday,42,29,74,14,73,111,111,,,1,,,
11/16/2017,Thursday,38,35,67,14,74,113,113,,,1,,,
11/17/2017,Friday,38,29,70,12,67,105,105,,,1,,,
11/18/2017,Saturday,41,35,75,14,61,101,101,,,1,,,
11/19/2017,Sunday,40,29,73,16,66,104,104,,,1,,,
11/20/2017,Monday,53,28,92,16,71,112,112,,,1,,,
11/21/2017,Tuesday,40,22,87,19,83,123,123,,,1,,,
11/22/2017,Wednesday,27,26,57,13,56,78,78,,1,,,,
11/23/2017,Thursday,33,25,53,12,52,84,84,,1,,,,
11/24/2017,Friday,24,23,42,10,36,49,49,1,,,,,
11/25/2017,Saturday,21,26,38,8,27,37,37,1,,,,,
11/26/2017,Sunday,28,23,50,11,51,60,60,,1,,,,
11/27/2017,Monday,35,18,63,13,61,81,81,,1,,,,
11/28/2017,Tuesday,43,18,82,16,70,104,104,,,1,,,
11/29/2017,Wednesday,39,15,72,17,64,97,97,,1,,,,
11/30/2017,Thursday,50,16,88,20,75,120,120,,,1,,,
12/1/2017,Friday,46,16,76,17,70,111,111,,,1,,,
12/2/2017,Saturday,34,17,62,15,55,90,90,,1,,,,
12/3/2017,Sunday,37,23,63,14,63,101,101,,,1,,,
12/4/2017,Monday,43,13,79,15,70,118,118,,,1,,,
12/5/2017,Tuesday,43,15,89,16,83,141,141,,,1,,,
12/6/2017,Wednesday,37,15,86,19,90,144,144,,,1,,,
12/7/2017,Thursday,41,9,82,18,79,123,123,,,1,,,
12/8/2017,Friday,30,19,58,16,57,77,77,,1,,,,
12/9/2017,Saturday,41,18,69,12,40,67,67,,1,,,,
12/10/2017,Sunday,44,13,79,16,64,114,114,,,1,,,
12/11/2017,Monday,45,14,85,19,74,122,122,,,1,,,
12/12/2017,Tuesday,41,14,85,16,65,101,101,,,1,,,
12/13/2017,Wednesday,44,14,76,16,60,95,95,,1,,,,
12/14/2017,Thursday,39,15,75,21,66,112,112,,,1,,,
12/15/2017,Friday,40,18,65,18,68,113,113,,,1,,,
12/16/2017,Saturday,47,20,82,17,67,112,112,,,1,,,
12/17/2017,Sunday,52,14,95,23,87,145,145,,,1,,,
12/18/2017,Monday,55,10,98,19,89,146,146,,,1,,,
12/19/2017,Tuesday,52,14,99,21,92,151,151,,,,1,,
12/20/2017,Wednesday,56,13,106,23,105,158,158,,,,1,,
12/21/2017,Thursday,81,10,103,27,120,172,172,,,,1,,
12/22/2017,Friday,37,16,101,15,64,115,115,,,1,,,
12/23/2017,Saturday,45,26,66,14,55,99,99,,1,,,,
12/24/2017,Sunday,51,14,82,19,67,105,105,,,1,,,
12/25/2017,Monday,66,17,93,22,79,115,115,,,1,,,
12/26/2017,Tuesday,27,25,70,11,54,72,72,,1,,,,
12/27/2017,Wednesday,29,15,58,13,66,93,93,,1,,,,
12/28/2017,Thursday,34,16,63,11,66,87,87,,1,,,,
12/29/2017,Friday,39,13,76,15,71,105,105,,,1,,,
12/30/2017,Saturday,47,17,83,15,73,115,115,,,1,,,
12/31/2017,Sunday,49,12,100,20,94,141,141,,,1,,,
1/1/2018,Monday,46,13,98,20,98,152,152,,,,1,,
1/2/2018,Tuesday,35,20,74,19,79,128,128,,,1,,,
1/3/2018,Wednesday,27,22,50,12,46,65,65,,1,,,,
1/4/2018,Thursday,34,17,71,13,54,79,79,,1,,,,
1/5/2018,Friday,42,13,76,16,76,129,129,,,1,,,
1/6/2018,Saturday,40,21,72,14,67,119,119,,,1,,,
1/7/2018,Sunday,41,9,73,10,56,107,107,,,1,,,
1/8/2018,Monday,39,17,69,13,48,86,86,,1,,,,
1/9/2018,Tuesday,38,16,72,15,61,107,107,,,1,,,
1/10/2018,Wednesday,41,13,78,16,60,109,109,,,1,,,
1/11/2018,Thursday,36,14,75,20,72,131,131,,,1,,,
1/12/2018,Friday,41,19,82,21,71,131,131,,,1,,,
1/13/2018,Saturday,59,20,92,19,74,132,132,,,1,,,
1/14/2018,Sunday,36,23,71,14,55,73,73,,1,,,,
1/15/2018,Monday,41,15,81,18,63,101,101,,,1,,,
1/16/2018,Tuesday,28,27,55,13,55,68,68,,1,,,,
1/17/2018,Wednesday,26,16,49,15,56,90,90,,1,,,,
1/18/2018,Thursday,28,18,54,17,58,104,104,,,1,,,
1/19/2018,Friday,39,23,64,16,59,100,100,,1,,,,
1/20/2018,Saturday,31,26,61,18,58,90,90,,1,,,,
1/21/2018,Sunday,38,22,69,12,54,83,83,,1,,,,
1/22/2018,Monday,44,18,88,15,68,110,110,,,1,,,
1/23/2018,Tuesday,45,11,85,25,86,138,138,,,1,,,
1/24/2018,Wednesday,33,19,76,16,76,113,113,,,1,,,
1/25/2018,Thursday,41,25,66,14,76,104,104,,,1,,,
1/26/2018,Friday,33,32,58,16,75,103,103,,,1,,,
1/27/2018,Saturday,30,26,51,12,60,81,81,,1,,,,
1/28/2018,Sunday,32,12,48,13,30,56,56,,1,,,,
1/29/2018,Monday,30,11,50,18,23,52,52,,1,,,,
1/30/2018,Tuesday,36,19,66,15,56,114,114,,,1,,,
1/31/2018,Wednesday,33,21,65,18,66,136,136,,,1,,,
2/1/2018,Thursday,47,21,93,18,83,145,145,,,1,,,
2/2/2018,Friday,40,20,89,18,78,139,139,,,1,,,
2/3/2018,Saturday,44,25,84,18,72,122,122,,,1,,,
2/4/2018,Sunday,48,23,93,22,94,144,144,,,1,,,
2/5/2018,Monday,50,18,97,20,107,158,158,,,,1,,
2/6/2018,Tuesday,57,14,100,23,127,177,177,,,,1,,
2/7/2018,Wednesday,50,23,95,23,125,175,175,,,,1,,
2/8/2018,Thursday,28,27,82,17,73,115,115,,,1,,,
2/9/2018,Friday,28,22,58,13,65,108,108,,,1,,,
2/10/2018,Saturday,28,28,55,14,67,114,114,,,1,,,
2/11/2018,Sunday,29,27,60,14,68,109,109,,,1,,,
2/12/2018,Monday,40,34,65,14,71,112,112,,,1,,,
2/13/2018,Tuesday,45,11,78,15,68,115,115,,,1,,,
2/14/2018,Wednesday,33,20,57,12,51,87,87,,1,,,,
2/15/2018,Thursday,28,27,58,12,38,46,46,1,,,,,
2/16/2018,Friday,40,19,69,15,75,104,104,,,1,,,
2/17/2018,Saturday,26,18,49,12,46,69,69,,1,,,,
2/18/2018,Sunday,52,8,68,15,69,114,114,,,1,,,
2/19/2018,Monday,40,18,67,11,59,80,80,,1,,,,
2/20/2018,Tuesday,33,24,52,11,53,73,73,,1,,,,
2/21/2018,Wednesday,34,30,63,12,51,80,80,,1,,,,
2/22/2018,Thursday,41,19,67,11,64,102,102,,,1,,,
2/23/2018,Friday,26,26,54,10,43,79,79,,1,,,,
2/24/2018,Saturday,31,28,47,13,41,65,65,,1,,,,
2/25/2018,Sunday,27,20,47,11,23,39,39,1,,,,,
2/26/2018,Monday,30,20,51,13,46,65,65,,1,,,,
2/27/2018,Tuesday,31,25,51,13,45,58,58,,1,,,,
2/28/2018,Wednesday,38,18,64,14,58,90,90,,1,,,,
3/1/2018,Thursday,33,29,67,10,56,82,82,,1,,,,
3/2/2018,Friday,32,30,50,10,42,66,66,,1,,,,
3/3/2018,Saturday,27,35,49,12,44,63,63,,1,,,,
3/4/2018,Sunday,29,30,50,13,57,67,67,,1,,,,
3/5/2018,Monday,30,26,52,12,64,82,82,,1,,,,
3/6/2018,Tuesday,38,29,55,14,67,90,90,,1,,,,
3/7/2018,Wednesday,25,27,45,12,56,72,72,,1,,,,
3/8/2018,Thursday,43,29,61,13,80,111,111,,,1,,,
3/9/2018,Friday,36,31,56,13,73,96,96,,1,,,,
3/10/2018,Saturday,26,33,43,11,76,88,88,,1,,,,
3/11/2018,Sunday,35,34,57,13,74,86,86,,1,,,,
3/12/2018,Monday,30,29,57,15,91,114,114,,,1,,,
3/13/2018,Tuesday,28,36,51,11,53,59,59,,1,,,,
3/14/2018,Wednesday,36,31,57,16,77,143,143,,,1,,,
3/15/2018,Thursday,41,33,70,15,61,97,97,,1,,,,
3/16/2018,Friday,43,30,54,14,66,87,87,,1,,,,
3/17/2018,Saturday,27,37,44,11,53,62,62,,1,,,,
3/18/2018,Sunday,30,30,47,11,43,62,62,,1,,,,
