,street_number,street_name,states,formed,removed,length_(mi),length_(km),southern_or_western_terminus,northern_or_eastern_terminus,wiki_link,wiki_id,coordinates_name,icon_name,notes
0,US 1,U.S. Route 1,"['Florida', 'Georgia', 'South Carolina', 'North Carolina', 'Virginia', 'District of Columbia', 'Maryland', 'Pennsylvania', 'New Jersey', 'New York', 'Connecticut', 'Rhode Island', 'Massachusetts', 'New Hampshire', 'Maine']",1926.0,,2369.0,3813.0,"Fleming and Whitehead streets in Key West, FL","Route 161 at Canadian border in Fort Kent, ME",https://en.wikipedia.org/wiki/U.S._Route_1,Q406204,u.s._route_1,u.s._route_1,Longest north–south road in the United States; Follows the East Coast of the United States
1,US 2,U.S. Route 2,"['Washington', 'Idaho', 'Montana', 'North Dakota', 'Minnesota', 'Wisconsin', 'Michigan', 'New York', 'Vermont', 'New Hampshire', 'Maine']",1926.0,,2112.0,3399.0,"I-5/SR 529 in Everett, WA","I-75 in St. Ignace, MI",https://en.wikipedia.org/wiki/U.S._Route_2,Q406224,u.s._route_2,u.s._route_2,Western segment
2,US 2,U.S. Route 2,"['Washington', 'Idaho', 'Montana', 'North Dakota', 'Minnesota', 'Wisconsin', 'Michigan', 'New York', 'Vermont', 'New Hampshire', 'Maine']",1926.0,,460.0,740.0,"US 11 in Rouses Point, NY","I-95 in Houlton, ME",https://en.wikipedia.org/wiki/U.S._Route_2,Q406224,u.s._route_2,u.s._route_2,Eastern segment
3,US 3,U.S. Route 3,"['Massachusetts', 'New Hampshire']",1926.0,,273.0,439.0,Route 2A/Route 3 in Cambridge,"Route 257 at the Canadian border in Pittsburg, NH",https://en.wikipedia.org/wiki/U.S._Route_3,Q406241,u.s._route_3,u.s._route_3,
4,US 4,U.S. Route 4,"['New York', 'Vermont', 'New Hampshire']",1926.0,,256.0,412.0,"US 9, US 20 southeast of Albany, NY","I-95/Blue Star Turnpike, Spaulding Turnpike, US 1 Byp., NH 16 in Portsmouth, NH",https://en.wikipedia.org/wiki/U.S._Route_4,Q406257,u.s._route_4,u.s._route_4,Signed north-south in New York
5,US 5,U.S. Route 5,"['Connecticut', 'Massachusetts', 'Vermont']",1926.0,,300.0,480.0,"I-91 in New Haven, CT","Route 143 at the Canadian border in Derby Line, VT",https://en.wikipedia.org/wiki/U.S._Route_5,Q406273,u.s._route_5,u.s._route_5,
6,US 6,U.S. Route 6,"['California', 'Nevada', 'Utah', 'Colorado', 'Nebraska', 'Iowa', 'Illinois', 'Indiana', 'Ohio', 'Pennsylvania', 'New York', 'Connecticut', 'Rhode Island', 'Massachusetts']",1926.0,,3198.87,5148.08,"US 395 in Bishop, CA","Route 6A in Provincetown, MA",https://en.wikipedia.org/wiki/U.S._Route_6,Q303037,u.s._route_6,u.s._route_6,Grand Army of the Republic Highway
7,US 7,U.S. Route 7,"['Connecticut', 'Massachusetts', 'Vermont']",1926.0,,309.0,497.0,"I-95 in Norwalk, CT","I-89 near Swanton, VT",https://en.wikipedia.org/wiki/U.S._Route_7,Q406788,u.s._route_7,u.s._route_7,
8,US 8,U.S. Route 8,"['Minnesota', 'Wisconsin', 'Michigan']",1926.0,,281.0,452.0,"I-35 in Forest Lake, MN","US 2 in Norway, MI",https://en.wikipedia.org/wiki/U.S._Route_8,Q406815,u.s._route_8,u.s._route_8,
9,US 9,U.S. Route 9,"['Delaware', 'New Jersey', 'New York']",1926.0,,521.0,838.0,"US 13 in Laurel, DE","I-87 at Champlain, NY",https://en.wikipedia.org/wiki/U.S._Route_9,Q406831,u.s._route_9,u.s._route_9,Route includes Cape May–Lewes Ferry across the Delaware Bay; New York signs the northern end at a dead-ending parking lot just south of the border crossing
10,US 10,U.S. Route 10,"['North Dakota', 'Minnesota', 'Wisconsin', 'Michigan']",1926.0,,711.0,1144.0,"I-94/BL I-94/US 52 in West Fargo, ND","I-75/BL I-75/US 23/M-25 near Bay City, MI",https://en.wikipedia.org/wiki/U.S._Route_10,Q406876,u.s._route_10,u.s._route_10,Route includes the SS Badger across Lake Michigan
11,US 11,U.S. Route 11,"['Louisiana', 'Mississippi', 'Alabama', 'Georgia', 'Tennessee', 'Virginia', 'West Virginia', 'Maryland', 'Pennsylvania', 'New York']",1926.0,,1645.0,2647.0,"US 90 east of New Orleans, LA","Canadian border at Rouses Point, NY",https://en.wikipedia.org/wiki/U.S._Route_11,Q407534,u.s._route_11,u.s._route_11,
12,US 12,U.S. Route 12,"['Washington', 'Idaho', 'Montana', 'North Dakota', 'South Dakota', 'Minnesota', 'Wisconsin', 'Illinois', 'Indiana', 'Michigan']",1926.0,,2484.0,3998.0,"US 101 at Aberdeen, WA","M-1/M-85 in Detroit, MI",https://en.wikipedia.org/wiki/U.S._Route_12,Q407564,u.s._route_12,u.s._route_12,
13,US 13,U.S. Route 13,"['North Carolina', 'Virginia', 'Maryland', 'Delaware', 'Pennsylvania']",1926.0,,526.0,847.0,"I-95/I-295 northeast of Fayetteville, NC","US 1 in Morrisville, PA",https://en.wikipedia.org/wiki/U.S._Route_13,Q407619,u.s._route_13,u.s._route_13,"Pennsylvania signs the northern end at US 1, just south of AASHTO's end"
14,US 14,U.S. Route 14,"['Wyoming', 'South Dakota', 'Minnesota', 'Wisconsin', 'Illinois']",1926.0,,1398.0,2250.0,"US 16/US 20/Grand Loop Road in Yellowstone National Park, WY","US 41 in Chicago, IL",https://en.wikipedia.org/wiki/U.S._Route_14,Q407638,u.s._route_14,u.s._route_14,
15,US 15,U.S. Route 15,"['South Carolina', 'North Carolina', 'Virginia', 'Maryland', 'Pennsylvania', 'New York']",1926.0,,792.0,1275.0,"US 17 Alt./ in Walterboro, SC","I-86/I-99/NY 17 in Painted Post, NY",https://en.wikipedia.org/wiki/U.S._Route_15,Q407683,u.s._route_15,u.s._route_15,
16,US 16,U.S. Route 16,"['Wyoming', 'South Dakota']",1926.0,,489.0,787.0,"US 14/US 20/Grand Loop Road in Yellowstone National Park, WY","I-90/I-190/US 14/SD 79 in Rapid City, SD",https://en.wikipedia.org/wiki/U.S._Route_16,Q407823,u.s._route_16,u.s._route_16,
17,US 17,U.S. Route 17,"['Florida', 'Georgia', 'South Carolina', 'North Carolina', 'Virginia']",1926.0,,1189.0,1914.0,"US 41 in Punta Gorda, FL","US 11, US 50, US 522 in Winchester, VA",https://en.wikipedia.org/wiki/U.S._Route_17,Q407838,u.s._route_17,u.s._route_17,
18,US 17-1,U.S. Route 17-1,,1926.0,1932.0,243.0,391.0,"Wilmington, NC","Petersburg, VA",https://en.wikipedia.org/wiki/U.S._Route_17-1,Q2429201,,u.s._route_17-1,Replaced by US 117 and US 301
19,US 18,U.S. Route 18,"['Wyoming', 'South Dakota', 'Iowa', 'Wisconsin']",1926.0,,1033.0,1662.0,"I-25, US 20, US 26, US 87 in Orin, WY","East Michigan Street and Lincoln Memorial Drive in Milwaukee, WI",https://en.wikipedia.org/wiki/U.S._Route_18,Q407853,u.s._route_18,u.s._route_18,
20,US 19,U.S. Route 19,"['Florida', 'Georgia', 'North Carolina', 'Tennessee', 'Virginia', 'West Virginia', 'Pennsylvania']",1926.0,,1386.0,2231.0,"US 41 in Palmetto, FL","US 20 in Erie, PA",https://en.wikipedia.org/wiki/U.S._Route_19,Q407866,u.s._route_19,u.s._route_19,
21,US 20,U.S. Route 20,"['Oregon', 'Idaho', 'Montana', 'Wyoming', 'Nebraska', 'Iowa', 'Illinois', 'Indiana', 'Ohio', 'Pennsylvania', 'New York', 'Massachusetts']",1926.0,,3365.0,5415.0,"US 101 in Newport, ORYellowstone National Park, WY","Yellowstone National Park, MTRoute 2 in Boston, MA",https://en.wikipedia.org/wiki/U.S._Route_20,Q407881,u.s._route_20,u.s._route_20,Segments connected by road through Yellowstone National Park
22,US 21,U.S. Route 21,"['South Carolina', 'North Carolina', 'Virginia']",1926.0,,393.0,632.0,"State Road S-7-406 in Hunting Island, SC","I-81, US 52 in Wytheville, VA",https://en.wikipedia.org/wiki/U.S._Route_21,Q408104,u.s._route_21,u.s._route_21,
23,US 22,U.S. Route 22,"['Ohio', 'West Virginia', 'Pennsylvania', 'New Jersey']",1926.0,,651.0,1048.0,"US 27, US 42, US 52, US 127 in Cincinnati, OH","US 1/US 9 in Newark, NJ",https://en.wikipedia.org/wiki/U.S._Route_22,Q408121,u.s._route_22,u.s._route_22,
24,US 23,U.S. Route 23,"['Florida', 'Georgia', 'North Carolina', 'Tennessee', 'Virginia', 'Kentucky', 'Ohio', 'Michigan']",1926.0,,1444.0,2324.0,"US 1, US 17 in Jacksonville, FL","I-75 in Mackinaw City, MI",https://en.wikipedia.org/wiki/U.S._Route_23,Q408133,u.s._route_23,u.s._route_23,"Michigan signs the northern end where it merges with I-75, while AASHTO continues it north to the southern end of the Mackinac Bridge"
25,US 24,U.S. Route 24,"['Colorado', 'Kansas', 'Missouri', 'Illinois', 'Indiana', 'Ohio', 'Michigan']",1926.0,,1540.0,2480.0,"I-70/US 6 in Minturn, CO","I-75 near Clarkston, MI",https://en.wikipedia.org/wiki/U.S._Route_24,Q408147,u.s._route_24,u.s._route_24,
26,US 25,U.S. Route 25,"['Georgia', 'South Carolina', 'North Carolina', 'Tennessee', 'Kentucky']",1926.0,,750.0,1210.0,"US 17 in Brunswick, GA","US 42, US 127 at the Ohio River in Covington, KY",https://en.wikipedia.org/wiki/U.S._Route_25,Q408169,u.s._route_25,u.s._route_25,
27,US 26,U.S. Route 26,"['Oregon', 'Idaho', 'Wyoming', 'Nebraska']",1926.0,,1485.0,2390.0,"US 101 south of Seaside, OR","I-80/NE 61 in Ogallala, NE",https://en.wikipedia.org/wiki/U.S._Route_26,Q408902,u.s._route_26,u.s._route_26,
28,US 27,U.S. Route 27,"['Florida', 'Georgia', 'Tennessee', 'Kentucky', 'Ohio', 'Indiana']",1926.0,,1364.0,2195.0,"US 1 in Miami, FL","I-69 in Fort Wayne, IN",https://en.wikipedia.org/wiki/U.S._Route_27,Q408924,u.s._route_27,u.s._route_27,
29,US 28,U.S. Route 28,['Oregon'],1926.0,1952.0,387.0,623.0,"US 99 in Eugene, OR","US 20 in Ontario, OR",https://en.wikipedia.org/wiki/U.S._Route_28,Q408940,u.s._route_28,u.s._route_28,"Intrastate, Oregon only; replaced by US 26 & US 126 (now OR 126)"
30,US 29,U.S. Route 29,"['Florida', 'Alabama', 'Georgia', 'South Carolina', 'North Carolina', 'Virginia', 'District of Columbia', 'Maryland']",1926.0,,1036.0,1667.0,"US 90, US 98 in Pensacola, FL","MD 99 in Ellicott City, MD",https://en.wikipedia.org/wiki/U.S._Route_29,Q408957,u.s._route_29,u.s._route_29,
31,US 30,U.S. Route 30,"['Oregon', 'Idaho', 'Wyoming', 'Nebraska', 'Iowa', 'Illinois', 'Indiana', 'Ohio', 'West Virginia', 'Pennsylvania', 'New Jersey']",1926.0,,3073.0,4946.0,"US 101 in Astoria, OR","Absecon Boulevard and Virginia Avenue in Atlantic City, NJ",https://en.wikipedia.org/wiki/U.S._Route_30,Q408993,u.s._route_30,u.s._route_30,"A majority of the historic Lincoln Highway, one of the first roads across the country, became US 30, from Philadelphia, Pennsylvania, to Granger, Wyoming."
32,US 31,U.S. Route 31,"['Alabama', 'Tennessee', 'Kentucky', 'Indiana', 'Michigan']",1926.0,,1280.0,2060.0,"US 90, US 98, SR 16 in Spanish Fort, AL","I-75 south of Mackinaw City, MI",https://en.wikipedia.org/wiki/U.S._Route_31,Q409352,u.s._route_31,u.s._route_31,"Michigan signs the northern end where it merges with I-75, while AASHTO continues it north to the southern end of the Mackinac Bridge"
33,US 32,U.S. Route 32,"['Nebraska', 'Iowa', 'Illinois']",1926.0,1934.0,511.0,822.0,"Council Bluffs, IA","Chicago, IL",https://en.wikipedia.org/wiki/U.S._Route_32,Q112967643,,u.s._route_32,Replaced by US 6
34,US 33,U.S. Route 33,"['Virginia', 'West Virginia', 'Ohio', 'Indiana']",1937.0,,703.0,1131.0,"US 250/SR 33 in Richmond, VA","US 20 in Elkhart, IN",https://en.wikipedia.org/wiki/U.S._Route_33,Q409374,u.s._route_33,u.s._route_33,
35,US 34,U.S. Route 34,"['Colorado', 'Nebraska', 'Iowa', 'Illinois']",1926.0,,1122.0,1806.0,"US 40 in Granby, CO","IL 43 in Berwyn, IL",https://en.wikipedia.org/wiki/U.S._Route_34,Q409435,u.s._route_34,u.s._route_34,
36,US 35,U.S. Route 35,"['West Virginia', 'Ohio', 'Indiana']",1934.0,,424.0,682.0,"I-64 in Teays Valley, WV","US 20 in Michigan City, IN",https://en.wikipedia.org/wiki/U.S._Route_35,Q409449,u.s._route_35,u.s._route_35,Indiana signs the northern end at US 12
37,US 36,U.S. Route 36,"['Colorado', 'Kansas', 'Missouri', 'Illinois', 'Indiana', 'Ohio']",1926.0,,1414.0,2276.0,"US 34 west of Estes Park, CO","US 250 in Uhrichsville, OH",https://en.wikipedia.org/wiki/U.S._Route_36,Q409462,u.s._route_36,u.s._route_36,
38,US 37,U.S. Route 37,"['Tennessee', 'Kentucky']",1935.0,1944.0,204.0,328.0,"Chattanooga, TN","Sellersburg, IN",https://en.wikipedia.org/wiki/U.S._Route_37,Q409476,u.s._route_37,u.s._route_37,Replaced by US 31E; proposed by AASHTO but rejected by states
39,US 38,U.S. Route 38,"['California', 'Nevada', 'Utah', 'Colorado', 'Nebraska', 'Iowa', 'Illinois', 'Indiana', 'Ohio', 'Pennsylvania', 'New York', 'Connecticut', 'Rhode Island', 'Massachusetts']",1926.0,1931.0,598.0,962.0,"US-34 in Greeley, CO","20th and Farnam/Harney Streets in Omaha, NE",https://en.wikipedia.org/wiki/U.S._Route_38,Q303037,u.s._route_38,u.s._route_38,Replaced by US 6
40,US 40,U.S. Route 40,"['Utah', 'Colorado', 'Kansas', 'Missouri', 'Illinois', 'Indiana', 'Ohio', 'West Virginia', 'Pennsylvania', 'Maryland', 'Delaware', 'New Jersey']",1926.0,,2285.74,3678.54,"I-80, US 189 north of Park City, UT","US 322 in Atlantic City, NJ",https://en.wikipedia.org/wiki/U.S._Route_40,Q409496,u.s._route_40,u.s._route_40,"Replaced by I-80 between San Francisco, CA and US 189 north of Park City, UT"
41,US 41,U.S. Route 41,"['Florida', 'Georgia', 'Tennessee', 'Kentucky', 'Indiana', 'Illinois', 'Wisconsin', 'Michigan']",1926.0,,2006.0,3228.0,"US 1 at Miami Beach, FL","East of Copper Harbor, MI",https://en.wikipedia.org/wiki/U.S._Route_41,Q12441,u.s._route_41,u.s._route_41,
42,US 42,U.S. Route 42,"['Kentucky', 'Ohio']",1926.0,,355.0,571.0,"US 31E, US 60 in Louisville, KY","US 6, US 20, US 322, US 422 in Cleveland, OH",https://en.wikipedia.org/wiki/U.S._Route_42,Q409596,u.s._route_42,u.s._route_42,"Kentucky signs the western end of US 42 at US 31E/US 60, just west of I-65"
43,US 43,U.S. Route 43,"['Alabama', 'Tennessee']",1934.0,,410.0,660.0,"US 31, US 45, US 90 in Mobile, AL","US 31 in Columbia, TN",https://en.wikipedia.org/wiki/U.S._Route_43,Q409624,u.s._route_43,u.s._route_43,Alabama signs the southern end at US 90 north of downtown Mobile
44,US 44,U.S. Route 44,"['New York', 'Connecticut', 'Rhode Island', 'Massachusetts']",1926.0,,238.0,383.0,"US 209 northeast of Ellenville, NY","SR 3A in Plymouth, MA",https://en.wikipedia.org/wiki/U.S._Route_44,Q409639,u.s._route_44,u.s._route_44,
45,US 45,U.S. Route 45,"['Alabama', 'Mississippi', 'Tennessee', 'Kentucky', 'Illinois', 'Wisconsin', 'Michigan']",1926.0,,1297.0,2087.0,"US 31, US 43, US 90 in Mobile, AL","River and Ontonagon streets in Ontonagon, MI",https://en.wikipedia.org/wiki/U.S._Route_45,Q409664,u.s._route_45,u.s._route_45,Alabama signs the southern end at US 98 west of downtown Mobile
46,US 46,U.S. Route 46,['New Jersey'],1935.0,,75.0,121.0,"I-80/Route 94 in Columbia, NJ","I-95, US 1, US 9 at the Hudson River in Fort Lee, NJ",https://en.wikipedia.org/wiki/U.S._Route_46,Q409675,u.s._route_46,u.s._route_46,"Intrastate, New Jersey only"
47,US 48,U.S. Route 48,"['West Virginia', 'Virginia']",2002.0,,148.0,238.0,"I-79, US 33, US 119 east of Weston, WV","I-81 north of Strasburg, VA",https://en.wikipedia.org/wiki/U.S._Route_48,Q409684,u.s._route_48,u.s._route_48,Temporary route for Corridor H
48,US 48,U.S. Route 48 in California,['California'],1926.0,1931.0,67.0,108.0,"San Jose, CA","French Camp, CA",https://en.wikipedia.org/wiki/U.S._Route_48_in_California,Q25352883,,u.s._route_48_in_california,"Intrastate, California only; replaced by US 50"
49,US 48,U.S. Route 48 (1970s),"['West Virginia', 'Maryland']",1975.0,1989.0,133.0,214.0,"Morgantown, WV","Hancock, MD",https://en.wikipedia.org/wiki/U.S._Route_48_(1970s),Q94613,u.s._route_48_(1970s),u.s._route_48_(1970s),Replaced by I-68
50,US 49,U.S. Route 49,"['Mississippi', 'Arkansas']",1926.0,,516.0,830.0,"US 90 in Gulfport, MS","US 62 in Piggott, AR",https://en.wikipedia.org/wiki/U.S._Route_49,Q409710,u.s._route_49,u.s._route_49,
51,US 50,U.S. Route 50,"['California', 'Nevada', 'Utah', 'Colorado', 'Kansas', 'Missouri', 'Illinois', 'Indiana', 'Ohio', 'West Virginia', 'Virginia', 'District of Columbia', 'Maryland']",1926.0,,3017.0,4855.0,"I-80 in West Sacramento, CA","MD 378 in Ocean City, MD",https://en.wikipedia.org/wiki/U.S._Route_50,Q409726,u.s._route_50,u.s._route_50,
52,US 51,U.S. Route 51,"['Louisiana', 'Mississippi', 'Tennessee', 'Kentucky', 'Illinois', 'Wisconsin']",1926.0,,1286.0,2070.0,"US 61 in LaPlace, LA","US 2 in Hurley, WI",https://en.wikipedia.org/wiki/U.S._Route_51,Q409816,u.s._route_51,u.s._route_51,
53,US 52,U.S. Route 52,"['North Dakota', 'Minnesota', 'Iowa', 'Illinois', 'Indiana', 'Ohio', 'West Virginia', 'Kentucky', 'Virginia', 'North Carolina', 'South Carolina']",1926.0,,2072.0,3335.0,"Canadian border at Portal, ND","Line and Meeting streets in Charleston, SC",https://en.wikipedia.org/wiki/U.S._Route_52,Q409832,u.s._route_52,u.s._route_52,
54,US 53,U.S. Route 53,"['Wisconsin', 'Minnesota']",1926.0,,403.0,649.0,"US 14, US 61 in La Crosse, WI","Canadian border at International Falls, MN",https://en.wikipedia.org/wiki/U.S._Route_53,Q409850,u.s._route_53,u.s._route_53,
55,US 54,U.S. Route 54,"['Texas', 'New Mexico', 'Oklahoma', 'Kansas', 'Missouri', 'Illinois']",1926.0,,1197.0,1926.0,"Loop 375 in El Paso, TX","I-72/US 36/IL 107 near Griggsville, IL",https://en.wikipedia.org/wiki/U.S._Route_54,Q409870,u.s._route_54,u.s._route_54,Texas signs the western end at a point east of the border crossing
56,US 55,U.S. Route 55,"['Iowa', 'Minnesota']",1926.0,1934.0,370.0,600.0,"US 61 in Davenport, IA","US 12 in Minneapolis, MN",https://en.wikipedia.org/wiki/U.S._Route_55,Q409883,u.s._route_55,u.s._route_55,"Replaced by US 67, US 52 and US 65"
57,US 56,U.S. Route 56,"['New Mexico', 'Oklahoma', 'Kansas', 'Missouri']",1957.0,,640.0,1030.0,"I-25 Bus./US 412/NM 21 in Springer, NM","US 71 in Kansas City, MO",https://en.wikipedia.org/wiki/U.S._Route_56,Q409899,u.s._route_56,u.s._route_56,Mostly follows the Santa Fe Trail and Cimarron Cutoff
58,US 57,U.S. Route 57,['Texas'],1970.0,,103.0,166.0,"Mexican border at Eagle Pass, TX","I-35 southwest of Moore, TX",https://en.wikipedia.org/wiki/U.S._Route_57,Q409911,u.s._route_57,u.s._route_57,"Intrastate, Texas only"
59,US 58,U.S. Route 58,"['Tennessee', 'Virginia']",1931.0,,509.0,819.0,"US 25E in Cumberland Gap, TN","US 60 in Virginia Beach, VA",https://en.wikipedia.org/wiki/U.S._Route_58,Q409923,u.s._route_58,u.s._route_58,
60,US 59,U.S. Route 59,"['Texas', 'Arkansas', 'Oklahoma', 'Kansas', 'Missouri', 'Iowa', 'Minnesota']",1935.0,,1911.0,3075.0,"Mexican border at Laredo, TX","Canadian border near Lancaster, MN",https://en.wikipedia.org/wiki/U.S._Route_59,Q409939,u.s._route_59,u.s._route_59,
61,US 60,U.S. Route 60,"['Arizona', 'New Mexico', 'Texas', 'Oklahoma', 'Missouri', 'Illinois', 'Kentucky', 'West Virginia', 'Virginia']",1926.0,,2670.0,4300.0,"I-10 west of Brenda, AZ","General Booth Bd. in Virginia Beach, VA",https://en.wikipedia.org/wiki/U.S._Route_60,Q409952,u.s._route_60,u.s._route_60,
62,US 61,U.S. Route 61,"['Louisiana', 'Mississippi', 'Tennessee', 'Arkansas', 'Missouri', 'Iowa', 'Wisconsin', 'Minnesota']",1926.0,,1400.0,2300.0,"US 90 in New Orleans, LA","I-35 in Wyoming, MN",https://en.wikipedia.org/wiki/U.S._Route_61,Q409964,u.s._route_61,u.s._route_61,
63,US 62,U.S. Route 62,"['Texas', 'New Mexico', 'Oklahoma', 'Arkansas', 'Missouri', 'Illinois', 'Kentucky', 'Ohio', 'Pennsylvania', 'New York']",1930.0,,2248.0,3618.0,"US 85 in El Paso, TX","Canadian border at Niagara Falls, NY",https://en.wikipedia.org/wiki/U.S._Route_62,Q409975,u.s._route_62,u.s._route_62,"New York signs the northern (eastern) end in Niagara Falls, northeast of the border crossing"
64,US 63,U.S. Route 63,"['Louisiana', 'Arkansas', 'Missouri', 'Iowa', 'Minnesota', 'Wisconsin']",1926.0,,1286.0,2070.0,"I-20, US 167 in Ruston, LA","US 2 southwest of Ashland, WI",https://en.wikipedia.org/wiki/U.S._Route_63,Q409985,u.s._route_63,u.s._route_63,
65,US 64,U.S. Route 64,"['Arizona', 'New Mexico', 'Oklahoma', 'Arkansas', 'Tennessee', 'North Carolina']",1926.0,,2326.0,3743.0,"US 160 in Teec Nos Pos, AZ","US 158 south of Nags Head, NC",https://en.wikipedia.org/wiki/U.S._Route_64,Q410000,u.s._route_64,u.s._route_64,
66,US 65,U.S. Route 65,"['Louisiana', 'Arkansas', 'Missouri', 'Iowa', 'Minnesota']",1926.0,,969.0,1559.0,"US 425 in Clayton, LA","I-35 in Albert Lea, MN",https://en.wikipedia.org/wiki/U.S._Route_65,Q410014,u.s._route_65,u.s._route_65,Minnesota signs the northern end at I-35 south of I-90
67,US 66,U.S. Route 66,"['California', 'Arizona', 'New Mexico', 'Texas', 'Oklahoma', 'Kansas', 'Missouri', 'Illinois']",1926.0,1985.0,2451.0,3945.0,"US 101 Alt. in Santa Monica, CA","US 41 in Chicago, IL",https://en.wikipedia.org/wiki/U.S._Route_66,Q79934,u.s._route_66,u.s._route_66,"Replaced by I-10, I-15, I-40, I-44, I-55, etc."
68,US 67,U.S. Route 67,"['Texas', 'Arkansas', 'Missouri', 'Illinois', 'Iowa']",1926.0,,1560.0,2510.0,"Mexican border at Presidio, TX","US 52 in Sabula, IA",https://en.wikipedia.org/wiki/U.S._Route_67,Q410030,u.s._route_67,u.s._route_67,
69,US 68,U.S. Route 68,"['Kentucky', 'Ohio']",1926.0,,560.0,900.0,"US 62 in Reidland, KY","I-75 in Findlay, OH",https://en.wikipedia.org/wiki/U.S._Route_68,Q410041,u.s._route_68,u.s._route_68,
70,US 69,U.S. Route 69,"['Texas', 'Oklahoma', 'Kansas', 'Missouri', 'Iowa', 'Minnesota']",1926.0,,1136.0,1828.0,"US 96/US 287/TX 87 at Port Arthur, TX","MN 13 in Albert Lea, MN",https://en.wikipedia.org/wiki/U.S._Route_69,Q410053,u.s._route_69,u.s._route_69,
71,US 70,U.S. Route 70,"['Arizona', 'New Mexico', 'Texas', 'Oklahoma', 'Arkansas', 'Tennessee', 'North Carolina']",1926.0,,2385.0,3838.0,"US 60 in Globe, AZ","Seashore Drive/Little Port Brook in Atlantic, NC",https://en.wikipedia.org/wiki/U.S._Route_70,Q410063,u.s._route_70,u.s._route_70,
72,US 71,U.S. Route 71,"['Louisiana', 'Texas', 'Arkansas', 'Missouri', 'Iowa', 'Minnesota']",1926.0,,1532.0,2466.0,"US 190 west of Krotz Springs, LA","Canadian border at International Falls, MN",https://en.wikipedia.org/wiki/U.S._Route_71,Q410321,u.s._route_71,u.s._route_71,
73,US 72,U.S. Route 72,"['Tennessee', 'Mississippi', 'Alabama']",1926.0,,432.0,695.0,"US 64/US 70/US 79 in Memphis, TN","US 11/US 41/US 64/US 76 in Chattanooga, TN",https://en.wikipedia.org/wiki/U.S._Route_72,Q410334,u.s._route_72,u.s._route_72,Only non-intrastate highway to have its termini in the same state
74,US 73,U.S. Route 73,"['Kansas', 'Nebraska']",1926.0,,112.0,180.0,"I-70/US 24/US 40/K-7 in Bonner Springs, KS","US 75 north of Dawson, NE",https://en.wikipedia.org/wiki/U.S._Route_73,Q410354,u.s._route_73,u.s._route_73,
75,US 74,U.S. Route 74,"['Tennessee', 'North Carolina']",1926.0,,524.0,843.0,"I-24/I-75 in Chattanooga, TN","Lumina Avenue in Wrightsville Beach, NC",https://en.wikipedia.org/wiki/U.S._Route_74,Q410368,u.s._route_74,u.s._route_74,
76,US 75,U.S. Route 75,"['Texas', 'Oklahoma', 'Kansas', 'Nebraska', 'Iowa', 'Minnesota']",1926.0,,1239.0,1994.0,"I-30, I-45, US 67 in Dallas, TX","Canadian border at Noyes, MN",https://en.wikipedia.org/wiki/U.S._Route_75,Q410377,u.s._route_75,u.s._route_75,
77,US 76,U.S. Route 76,"['Tennessee', 'Georgia', 'South Carolina', 'North Carolina']",1926.0,,547.0,880.0,"US 11/US 41/US 64/US 72 in Chattanooga, TN","Lumina Avenue in Wrightsville Beach, NC",https://en.wikipedia.org/wiki/U.S._Route_76,Q410389,u.s._route_76,u.s._route_76,
78,US 77,U.S. Route 77,"['Texas', 'Oklahoma', 'Kansas', 'Nebraska', 'Iowa']",1926.0,,1305.0,2100.0,"Mexican border at Brownsville, TX","I-29/SR 12 in Sioux City, IA",https://en.wikipedia.org/wiki/U.S._Route_77,Q410404,u.s._route_77,u.s._route_77,
79,US 78,U.S. Route 78,"['Tennessee', 'Mississippi', 'Alabama', 'Georgia', 'South Carolina']",1926.0,,715.0,1151.0,"US 64/US 70/US 79 in Memphis, TN","US 17 in Charleston, SC",https://en.wikipedia.org/wiki/U.S._Route_78,Q410422,u.s._route_78,u.s._route_78,
80,US 79,U.S. Route 79,"['Texas', 'Louisiana', 'Arkansas', 'Tennessee', 'Kentucky']",1935.0,,873.0,1405.0,"I-35 in Round Rock, TX","US 68 in Russellville, KY",https://en.wikipedia.org/wiki/U.S._Route_79,Q410440,u.s._route_79,u.s._route_79,"Texas signs the southern end at I-35 at Round Rock, north of Austin"
81,US 80,U.S. Route 80,"['Texas', 'Louisiana', 'Mississippi', 'Alabama', 'Georgia']",1926.0,,1032.0,1661.0,"I-30 in Dallas, TX","19th Street in Tybee Island, GA",https://en.wikipedia.org/wiki/U.S._Route_80,Q410457,u.s._route_80,u.s._route_80,
82,US 81,U.S. Route 81,"['Texas', 'Oklahoma', 'Kansas', 'Nebraska', 'South Dakota', 'North Dakota']",1926.0,,1234.0,1986.0,"I-35W, US 287 north of Fort Worth, TX","Canadian border at Pembina, ND",https://en.wikipedia.org/wiki/U.S._Route_81,Q410661,u.s._route_81,u.s._route_81,
83,US 82,U.S. Route 82,"['New Mexico', 'Texas', 'Arkansas', 'Mississippi', 'Alabama', 'Georgia']",1932.0,,1680.0,2700.0,"US 54/US 70 in Alamogordo, NM","I-95, US 17 southwest of Brunswick, GA",https://en.wikipedia.org/wiki/U.S._Route_82,Q410676,u.s._route_82,u.s._route_82,
